,PaperSecUID,PaperTitle,ArticleNumber,countryNumber,AuthorNumber,AffiliationNumber,Country,FullOrgName,OrgFirstClassName,Fullname,journaltitle
430,403115300002,Strong Duality for a Multiple-Good Monopolist,10.3982/ECTA12618,1,3,2,USA,MIT,Math,"Deckelbaum, Alan",ECONOMETRICA
431,403115300002,Strong Duality for a Multiple-Good Monopolist,10.3982/ECTA12618,1,3,2,USA,MIT,EECS,"Tzamos, Christos",ECONOMETRICA
432,403115300003,Existence of Optimal Mechanisms in Principal-Agent Problems,10.3982/ECTA12340,1,3,3,USA,Northwestern Univ,Kellogg Sch Management,"Swinkels, Jeroen M.",ECONOMETRICA
433,403115300003,Existence of Optimal Mechanisms in Principal-Agent Problems,10.3982/ECTA12340,1,3,3,USA,Washington Univ,Olin Business Sch,"Kadan, Ohad",ECONOMETRICA
434,403115300003,Existence of Optimal Mechanisms in Principal-Agent Problems,10.3982/ECTA12340,1,3,3,USA,Univ Chicago,Dept Econ,"Reny, Philip J.",ECONOMETRICA
435,403115300004,A Structural Model of Dense Network Formation,10.3982/ECTA10400,1,1,1,USA,Johns Hopkins Univ,Carey Business Sch,"Mele, Angelo",ECONOMETRICA
436,403115300005,Political Economy of Redistribution,10.3982/ECTA12132,2,3,4,USA,Univ Chicago,Edward H Levi Hall,"Diermeier, Daniel",ECONOMETRICA
437,403115300005,Political Economy of Redistribution,10.3982/ECTA12132,2,3,4,USA,Northwestern Univ,Kellogg Sch Management,"Egorov, Georgy",ECONOMETRICA
438,403115300005,Political Economy of Redistribution,10.3982/ECTA12132,2,3,4,USA,Univ Chicago,Irving B Harris Sch Publ Policy Studies,"Sonin, Konstantin",ECONOMETRICA
439,403115300005,Political Economy of Redistribution,10.3982/ECTA12132,2,3,4,Russia,Higher Sch Econ,20 Myasnitskaya Ul,"Sonin, Konstantin",ECONOMETRICA
440,403115300006,Rushes in Large Timing Games,10.3982/ECTA13089,2,3,3,USA,Univ Wisconsin,Dept Econ,"Smith, Lones",ECONOMETRICA
441,403115300006,Rushes in Large Timing Games,10.3982/ECTA13089,2,3,3,USA,Georgetown Univ,Dept Econ,"Anderson, Axel",ECONOMETRICA
442,403115300006,Rushes in Large Timing Games,10.3982/ECTA13089,2,3,3,Canada,Univ Toronto Mississauga,Dept Management,"Park, Andreas",ECONOMETRICA
443,403115300007,"Continuity, Inertia, and Strategic Uncertainty: A Test of the Theory of Continuous Time Games",10.3982/ECTA14346,1,2,2,USA,Purdue Univ,Krannert Sch Management,"Calford, Evan",ECONOMETRICA
444,403115300007,"Continuity, Inertia, and Strategic Uncertainty: A Test of the Theory of Continuous Time Games",10.3982/ECTA14346,1,2,2,USA,Univ Calif Santa Cruz,Dept Econ,"Oprea, Ryan",ECONOMETRICA
445,403115300008,Uncertainty Shocks in a Model of Effective Demand,10.3982/ECTA13960,1,2,3,USA,Fed Reserve Bank Kansas City,1 Mem Dr,"Bundick, Brent",ECONOMETRICA
446,403115300008,Uncertainty Shocks in a Model of Effective Demand,10.3982/ECTA13960,1,2,3,USA,NBER,,"Basu, Susanto",ECONOMETRICA
447,403115300008,Uncertainty Shocks in a Model of Effective Demand,10.3982/ECTA13960,1,2,3,USA,Boston Coll,Dept Econ,"Basu, Susanto",ECONOMETRICA
448,403115300009,Generalized Instrumental Variable Models,10.3982/ECTA12223,2,2,2,England,UCL,Dept Econ,"Chesher, Andrew",ECONOMETRICA
449,403115300009,Generalized Instrumental Variable Models,10.3982/ECTA12223,2,2,2,USA,Duke Univ,Dept Econ,"Rosen, Adam M.",ECONOMETRICA
450,403115300010,Lower Bounds on Approximation Errors to Numerical Solutions of Dynamic Economic Models,10.3982/ECTA12791,2,3,5,Spain,Univ Alicante,Dept Econ,"Maliar, Lilia",ECONOMETRICA
451,403115300010,Lower Bounds on Approximation Errors to Numerical Solutions of Dynamic Economic Models,10.3982/ECTA12791,2,3,5,USA,Stanford Univ,Dept Econ,"Maliar, Lilia",ECONOMETRICA
452,403115300010,Lower Bounds on Approximation Errors to Numerical Solutions of Dynamic Economic Models,10.3982/ECTA12791,2,3,5,USA,Santa Clara Univ,Leavey Sch Business,"Maliar, Serguei",ECONOMETRICA
453,403115300010,Lower Bounds on Approximation Errors to Numerical Solutions of Dynamic Economic Models,10.3982/ECTA12791,2,3,5,USA,Stanford Univ,Hoover Inst,"Judd, Kenneth L.",ECONOMETRICA
454,403115300010,Lower Bounds on Approximation Errors to Numerical Solutions of Dynamic Economic Models,10.3982/ECTA12791,2,3,5,USA,NBER,,"Judd, Kenneth L.",ECONOMETRICA
455,403115300011,Randomization Tests Under an Approximate Symmetry Assumption,10.3982/ECTA13081,1,3,3,USA,Northwestern Univ,Dept Econ,"Canay, Ivan A.",ECONOMETRICA
456,403115300011,Randomization Tests Under an Approximate Symmetry Assumption,10.3982/ECTA13081,1,3,3,USA,Univ Chicago,Dept Econ,"Shaikh, Azeem M.",ECONOMETRICA
457,403115300011,Randomization Tests Under an Approximate Symmetry Assumption,10.3982/ECTA13081,1,3,3,USA,Stanford Univ,Dept Stat,"Romano, Joseph P.",ECONOMETRICA
458,409272900001,AN ECONOMETRIC MODEL OF NETWORK FORMATION WITH DEGREE HETEROGENEITY,10.3982/ECTA12679,1,1,2,USA,Natl Bur Econ Res,,"Graham, Bryan S.",ECONOMETRICA
459,409272900001,AN ECONOMETRIC MODEL OF NETWORK FORMATION WITH DEGREE HETEROGENEITY,10.3982/ECTA12679,1,1,2,USA,Univ Calif Berkeley,Dept Econ,"Graham, Bryan S.",ECONOMETRICA
460,409272900002,THE EVOLUTION OF CULTURE AND INSTITUTIONS: EVIDENCE FROM THE KUBA KINGDOM,10.3982/ECTA14139,2,4,4,USA,Harvard Univ,Dept Econ,"Nunn, Nathan",ECONOMETRICA
461,409272900002,THE EVOLUTION OF CULTURE AND INSTITUTIONS: EVIDENCE FROM THE KUBA KINGDOM,10.3982/ECTA14139,2,4,4,USA,Harvard Univ,Dept Govt,"Weigel, Jonathan L.",ECONOMETRICA
462,409272900002,THE EVOLUTION OF CULTURE AND INSTITUTIONS: EVIDENCE FROM THE KUBA KINGDOM,10.3982/ECTA14139,2,4,4,Italy,Bocconi Univ,Dept Econ,"Lowes, Sara",ECONOMETRICA
463,409272900002,THE EVOLUTION OF CULTURE AND INSTITUTIONS: EVIDENCE FROM THE KUBA KINGDOM,10.3982/ECTA14139,2,4,4,USA,Univ Chicago,Harris Sch Publ Policy,"Robinson, James A.",ECONOMETRICA
464,409272900003,NETWORKS IN CONFLICT: THEORY AND EVIDENCE FROM THE GREAT WAR OF AFRICA,10.3982/ECTA13117,2,4,3,Switzerland,Univ Lausanne,Dept Econ,"Rohner, Dominic",ECONOMETRICA
465,409272900003,NETWORKS IN CONFLICT: THEORY AND EVIDENCE FROM THE GREAT WAR OF AFRICA,10.3982/ECTA13117,2,4,3,USA,Yale Univ,Dept Econ,"Zilibotti, Fabrizio",ECONOMETRICA
466,409272900003,NETWORKS IN CONFLICT: THEORY AND EVIDENCE FROM THE GREAT WAR OF AFRICA,10.3982/ECTA13117,2,4,3,Switzerland,Univ Lausanne,Dept Econ,"Thoenig, Mathias",ECONOMETRICA
467,409272900003,NETWORKS IN CONFLICT: THEORY AND EVIDENCE FROM THE GREAT WAR OF AFRICA,10.3982/ECTA13117,2,4,3,Switzerland,Univ Zurich,Dept Econ,"Konig, Michael D.",ECONOMETRICA
468,409272900004,STATISTICAL PROPERTIES OF MICROSTRUCTURE NOISE,10.3982/ECTA13085,2,3,4,Peoples R China,Hong Kong Univ Sci & Technol,Dept Informat Syst Business Stat & Operat Managem,"Zheng, Xinghua",ECONOMETRICA
469,409272900004,STATISTICAL PROPERTIES OF MICROSTRUCTURE NOISE,10.3982/ECTA13085,2,3,4,France,Univ Pierre & Marie Curie P6,,"Jacod, Jean",ECONOMETRICA
470,409272900004,STATISTICAL PROPERTIES OF MICROSTRUCTURE NOISE,10.3982/ECTA13085,2,3,4,France,CNRS,UMR7586,"Jacod, Jean",ECONOMETRICA
471,409272900004,STATISTICAL PROPERTIES OF MICROSTRUCTURE NOISE,10.3982/ECTA13085,2,3,4,Peoples R China,Hong Kong Univ Sci & Technol,Dept Finance,"Li, Yingying",ECONOMETRICA
472,409272900004,STATISTICAL PROPERTIES OF MICROSTRUCTURE NOISE,10.3982/ECTA13085,2,3,4,Peoples R China,Hong Kong Univ Sci & Technol,Dept Informat Syst Business Stat & Operat Managem,"Li, Yingying",ECONOMETRICA
473,409272900005,A THEORY OF INTERGENERATIONAL ALTRUISM,10.3982/ECTA13937,1,2,2,USA,Northwestern Univ,Dept Econ,"Strulovici, Bruno",ECONOMETRICA
474,409272900005,A THEORY OF INTERGENERATIONAL ALTRUISM,10.3982/ECTA13937,1,2,2,USA,UC,Dept Econ,"Galperti, Simone",ECONOMETRICA
475,409272900006,THE IDENTIFICATION OF BELIEFS FROM ASSET DEMAND,10.3982/ECTA13880,2,2,3,Switzerland,Swiss Finance Inst,,"Kubler, Felix",ECONOMETRICA
476,409272900006,THE IDENTIFICATION OF BELIEFS FROM ASSET DEMAND,10.3982/ECTA13880,2,2,3,Switzerland,Univ Zurich,IBF,"Kubler, Felix",ECONOMETRICA
477,409272900006,THE IDENTIFICATION OF BELIEFS FROM ASSET DEMAND,10.3982/ECTA13880,2,2,3,England,Univ Warwick,Dept Econ,"Polemarchakis, Herakles",ECONOMETRICA
478,409272900007,PARTIAL AMBIGUITY,10.3982/ECTA13239,2,3,2,Singapore,Natl Univ Singapore,Dept Econ,"Zhong, Songfa",ECONOMETRICA
479,409272900007,PARTIAL AMBIGUITY,10.3982/ECTA13239,2,3,2,Singapore,Natl Univ Singapore,Dept Econ,"Chew, Soo Hong",ECONOMETRICA
480,409272900007,PARTIAL AMBIGUITY,10.3982/ECTA13239,2,3,2,Peoples R China,Shanghai Univ Finance & Econ,Sch Econ,"Miao, Bin",ECONOMETRICA
481,409272900008,A FAIRNESS JUSTIFICATION OF UTILITARIANISM,10.3982/ECTA14151,1,1,2,Norway,Stat Norway,,"Piacquadio, Paolo Giovanni",ECONOMETRICA
482,409272900008,A FAIRNESS JUSTIFICATION OF UTILITARIANISM,10.3982/ECTA14151,1,1,2,Norway,Univ Oslo,Dept Econ,"Piacquadio, Paolo Giovanni",ECONOMETRICA
483,409272900009,POOR (WO)MAN'S BOOTSTRAP,10.3982/ECTA13465,1,2,2,USA,Fed Reserve Bank Chicago,Econ Res Dept,"Hu, Luojia",ECONOMETRICA
484,409272900009,POOR (WO)MAN'S BOOTSTRAP,10.3982/ECTA13465,1,2,2,USA,Princeton Univ,Dept Econ,"Honore, Bo E.",ECONOMETRICA
485,409272900010,NONPARAMETRIC INSTRUMENTAL VARIABLE ESTIMATION UNDER MONOTONICITY,10.3982/ECTA13639,2,2,2,England,UCL,Dept Econ,"Wilhelm, Daniel",ECONOMETRICA
486,409272900010,NONPARAMETRIC INSTRUMENTAL VARIABLE ESTIMATION UNDER MONOTONICITY,10.3982/ECTA13639,2,2,2,USA,Univ Calif Los Angeles,Dept Econ,"Chetverikov, Denis",ECONOMETRICA
487,412112000001,Parenting With Style: Altruism and Paternalism in Intergenerational Preference Transmission,10.3982/ECTA14634,1,2,2,USA,Yale Univ,Dept Econ,"Zilibotti, Fabrizio",ECONOMETRICA
488,412112000001,Parenting With Style: Altruism and Paternalism in Intergenerational Preference Transmission,10.3982/ECTA14634,1,2,2,USA,Northwestern Univ,Dept Econ,"Doepke, Matthias",ECONOMETRICA
489,412112000002,Research Design Meets Market Design: Using Centralized Assignment for Impact Evaluation,10.3982/ECTA13925,1,4,5,USA,Duke Univ,Dept Econ,"Abdulkadiroglu, Atila",ECONOMETRICA
490,412112000002,Research Design Meets Market Design: Using Centralized Assignment for Impact Evaluation,10.3982/ECTA13925,1,4,5,USA,NBER,,"Abdulkadiroglu, Atila",ECONOMETRICA
491,412112000002,Research Design Meets Market Design: Using Centralized Assignment for Impact Evaluation,10.3982/ECTA13925,1,4,5,USA,MIT,Dept Econ,"Pathak, Parag A.",ECONOMETRICA
492,412112000002,Research Design Meets Market Design: Using Centralized Assignment for Impact Evaluation,10.3982/ECTA13925,1,4,5,USA,NBER,,"Pathak, Parag A.",ECONOMETRICA
493,412112000002,Research Design Meets Market Design: Using Centralized Assignment for Impact Evaluation,10.3982/ECTA13925,1,4,5,USA,Yale Univ,Dept Econ,"Narita, Yusuke",ECONOMETRICA
494,412112000002,Research Design Meets Market Design: Using Centralized Assignment for Impact Evaluation,10.3982/ECTA13925,1,4,5,USA,Yale Univ,Cowles Fdn,"Narita, Yusuke",ECONOMETRICA
495,412112000002,Research Design Meets Market Design: Using Centralized Assignment for Impact Evaluation,10.3982/ECTA13925,1,4,5,USA,MIT,Dept Econ,"Angrist, Joshua D.",ECONOMETRICA
496,412112000002,Research Design Meets Market Design: Using Centralized Assignment for Impact Evaluation,10.3982/ECTA13925,1,4,5,USA,NBER,,"Angrist, Joshua D.",ECONOMETRICA
497,412112000003,On Monotone Recursive Preferences,10.3982/ECTA11898,2,3,3,USA,Univ Rochester,Dept Econ,"Kochov, Asen",ECONOMETRICA
498,412112000003,On Monotone Recursive Preferences,10.3982/ECTA11898,2,3,3,Switzerland,Swiss Fed Inst Technol,Chair Integrat Risk Management & Econ,"Bommier, Antoine",ECONOMETRICA
499,412112000003,On Monotone Recursive Preferences,10.3982/ECTA11898,2,3,3,Switzerland,Swiss Fed Inst Technol,Chair Integrat Risk Management & Econ,"Le Grand, Francois",ECONOMETRICA
500,412112000003,On Monotone Recursive Preferences,10.3982/ECTA11898,2,3,3,Switzerland,Swiss Fed Inst Technol,Emlyon Business Sch,"Le Grand, Francois",ECONOMETRICA
501,412112000004,Recursive Equilibria in Dynamic Economies With Stochastic Production,10.3982/ECTA13047,2,3,3,Switzerland,Swiss Finance Inst,,"Kubler, Felix",ECONOMETRICA
502,412112000004,Recursive Equilibria in Dynamic Economies With Stochastic Production,10.3982/ECTA13047,2,3,3,Switzerland,Univ Zurich,Dept Banking & Finance,"Kubler, Felix",ECONOMETRICA
503,412112000004,Recursive Equilibria in Dynamic Economies With Stochastic Production,10.3982/ECTA13047,2,3,3,Germany,Karlsruhe Inst Technol,Dept Econ & Management,"Brumm, Johannes",ECONOMETRICA
504,412112000004,Recursive Equilibria in Dynamic Economies With Stochastic Production,10.3982/ECTA13047,2,3,3,Switzerland,Univ Zurich,Dept Banking & Finance,"Kryczka, Dominika",ECONOMETRICA
505,412112000004,Recursive Equilibria in Dynamic Economies With Stochastic Production,10.3982/ECTA13047,2,3,3,Switzerland,Swiss Finance Inst,,"Kryczka, Dominika",ECONOMETRICA
506,412112000005,Nonparametric Stochastic Discount Factor Decomposition,10.3982/ECTA11600,1,1,1,USA,NYU,Dept Econ,"Christensen, Timothy M.",ECONOMETRICA
507,412112000006,Money as a Unit of Account,10.3982/ECTA11963,1,2,2,USA,Stanford Univ,Dept Econ,"Schneider, Martin",ECONOMETRICA
508,412112000006,Money as a Unit of Account,10.3982/ECTA11963,1,2,2,USA,Northwestern Univ,Dept Econ,"Doepke, Matthias",ECONOMETRICA
509,412112000007,Using Adaptive Sparse Grids to Solve High-Dimensional Dynamic Models,10.3982/ECTA12216,2,2,2,Switzerland,Univ Zurich,Dept Banking & Finance,"Scheidegger, Simon",ECONOMETRICA
510,412112000007,Using Adaptive Sparse Grids to Solve High-Dimensional Dynamic Models,10.3982/ECTA12216,2,2,2,Germany,Karlsruhe Inst Technol,Dept Econ & Management,"Brumm, Johannes",ECONOMETRICA
511,412112000008,Spurious Inference in Reduced-Rank Asset-Pricing Models,10.3982/ECTA13750,2,3,3,USA,Fed Reserve Bank Atlanta,Res Dept,"Gospodinov, Nikolay",ECONOMETRICA
512,412112000008,Spurious Inference in Reduced-Rank Asset-Pricing Models,10.3982/ECTA13750,2,3,3,USA,Univ Georgia,Terry Coll Business,"Robotti, Cesare",ECONOMETRICA
513,412112000008,Spurious Inference in Reduced-Rank Asset-Pricing Models,10.3982/ECTA13750,2,3,3,Canada,Univ Toronto,Joseph L Rotman Sch Management,"Kan, Raymond",ECONOMETRICA
514,412112000009,On Completeness and Consistency in Nonparametric Instrumental Variable Models,10.3982/ECTA13304,1,1,1,USA,Univ Wisconsin Madison,Dept Econ,"Freyberger, Joachim",ECONOMETRICA
515,412112000010,Dual-Donor Organ Exchange,10.3982/ECTA13971,2,3,3,USA,Univ Calif Berkeley,Dept Econ,"Ergin, Haluk",ECONOMETRICA
516,412112000010,Dual-Donor Organ Exchange,10.3982/ECTA13971,2,3,3,Turkey,Koc Univ,,"Sonmez, Tayfun",ECONOMETRICA
517,412112000010,Dual-Donor Organ Exchange,10.3982/ECTA13971,2,3,3,USA,Boston Coll,Dept Econ,"Sonmez, Tayfun",ECONOMETRICA
518,412112000010,Dual-Donor Organ Exchange,10.3982/ECTA13971,2,3,3,USA,Boston Coll,Dept Econ,"Unver, M. Utku",ECONOMETRICA
519,412112000010,Dual-Donor Organ Exchange,10.3982/ECTA13971,2,3,3,Turkey,Koc Univ,,"Unver, M. Utku",ECONOMETRICA
520,417101400003,Uncertainty and Unemployment,10.3982/ECTA10557,1,1,1,Spain,Univ Pompeu Fabra,CREI,"Schaal, Edouard",ECONOMETRICA
521,417101400004,Sales Force and Competition in Financial Product Markets: The Case of Mexico's Social Security Privatization,10.3982/ECTA12302,1,3,4,USA,NBER,,"Hastings, Justine",ECONOMETRICA
522,417101400004,Sales Force and Competition in Financial Product Markets: The Case of Mexico's Social Security Privatization,10.3982/ECTA12302,1,3,4,USA,Brown Univ,Dept Econ,"Hastings, Justine",ECONOMETRICA
523,417101400004,Sales Force and Competition in Financial Product Markets: The Case of Mexico's Social Security Privatization,10.3982/ECTA12302,1,3,4,USA,Univ Chicago,Booth Sch Business,"Syverson, Chad",ECONOMETRICA
524,417101400004,Sales Force and Competition in Financial Product Markets: The Case of Mexico's Social Security Privatization,10.3982/ECTA12302,1,3,4,USA,NBER,,"Syverson, Chad",ECONOMETRICA
525,417101400004,Sales Force and Competition in Financial Product Markets: The Case of Mexico's Social Security Privatization,10.3982/ECTA12302,1,3,4,USA,NBER,,"Hortacsu, Ali",ECONOMETRICA
526,417101400004,Sales Force and Competition in Financial Product Markets: The Case of Mexico's Social Security Privatization,10.3982/ECTA12302,1,3,4,USA,Univ Chicago,Dept Econ,"Hortacsu, Ali",ECONOMETRICA
527,417101400005,Understanding the Price Effects of the MillerCoors Joint Venture,10.3982/ECTA13333,1,2,2,USA,Drexel Univ,LeBow Coll Business,"Weinberg, Matthew C.",ECONOMETRICA
528,417101400005,Understanding the Price Effects of the MillerCoors Joint Venture,10.3982/ECTA13333,1,2,2,USA,Georgetown Univ,McDonough Sch Business,"Miller, Nathan H.",ECONOMETRICA
529,417101400006,EXcess Idle Time,10.3982/ECTA13595,3,3,5,Italy,Scuola Normale Super Pisa,,"Pirino, Davide",ECONOMETRICA
530,417101400006,EXcess Idle Time,10.3982/ECTA13595,3,3,5,Italy,Univ Roma Tor Vergata,Dipartimento Econ & Finanza,"Pirino, Davide",ECONOMETRICA
531,417101400006,EXcess Idle Time,10.3982/ECTA13595,3,3,5,Singapore,Edhec Risk Inst,,"Bandi, Federico M.",ECONOMETRICA
532,417101400006,EXcess Idle Time,10.3982/ECTA13595,3,3,5,USA,Johns Hopkins Univ,Carey Business Sch,"Bandi, Federico M.",ECONOMETRICA
533,417101400006,EXcess Idle Time,10.3982/ECTA13595,3,3,5,Italy,Univ Verona,Dipartimento Sci Econ,"Reno, Roberto",ECONOMETRICA
534,417101400007,Competitive Division of a Mixed Manna,10.3982/ECTA14564,2,4,2,Russia,Higher Sch Econ,,"Sandomirskiy, Fedor",ECONOMETRICA
535,417101400007,Competitive Division of a Mixed Manna,10.3982/ECTA14564,2,4,2,Russia,Higher Sch Econ,,"Bogomolnaia, Anna",ECONOMETRICA
536,417101400007,Competitive Division of a Mixed Manna,10.3982/ECTA14564,2,4,2,Scotland,Univ Glasgow,Adam Smith Business Sch,"Bogomolnaia, Anna",ECONOMETRICA
537,417101400007,Competitive Division of a Mixed Manna,10.3982/ECTA14564,2,4,2,Russia,Higher Sch Econ,,"Yanovskaya, Elena",ECONOMETRICA
538,417101400007,Competitive Division of a Mixed Manna,10.3982/ECTA14564,2,4,2,Scotland,Univ Glasgow,Adam Smith Business Sch,"Moulin, Herve",ECONOMETRICA
539,417101400007,Competitive Division of a Mixed Manna,10.3982/ECTA14564,2,4,2,Russia,Higher Sch Econ,,"Moulin, Herve",ECONOMETRICA
540,417101400008,"Marriage, Labor Supply, and Home Production",10.3982/ECTA11221,3,3,5,Canada,Laval Univ,Dept Econ,"Gousse, Marion",ECONOMETRICA
541,417101400008,"Marriage, Labor Supply, and Home Production",10.3982/ECTA11221,3,3,5,England,UCL,Dept Econ,"Robin, Jean-Marc",ECONOMETRICA
542,417101400008,"Marriage, Labor Supply, and Home Production",10.3982/ECTA11221,3,3,5,France,Sci Po,Dept Econ,"Robin, Jean-Marc",ECONOMETRICA
543,417101400008,"Marriage, Labor Supply, and Home Production",10.3982/ECTA11221,3,3,5,France,Ctr Econ Sorbonne,,"Jacquemet, Nicolas",ECONOMETRICA
544,417101400008,"Marriage, Labor Supply, and Home Production",10.3982/ECTA11221,3,3,5,France,Univ Paris 1 Pantheon Sorbonne,Paris Sch Econ,"Jacquemet, Nicolas",ECONOMETRICA
545,417101400009,Value of Persistent Information,10.3982/ECTA14330,2,2,2,Canada,Univ Toronto,Dept Econ,"Peski, Marcin",ECONOMETRICA
546,417101400009,Value of Persistent Information,10.3982/ECTA14330,2,2,2,USA,MIT,Dept Econ,"Toikka, Juuso",ECONOMETRICA
547,417101400010,Persuasion of a Privately Informed Receiver,10.3982/ECTA13251,5,4,6,Australia,UNSW Business Sch,Sch Econ,"Kolotilin, Anton",ECONOMETRICA
548,417101400010,Persuasion of a Privately Informed Receiver,10.3982/ECTA13251,5,4,6,Canada,CIREQ,Montreal,"Li, Ming",ECONOMETRICA
549,417101400010,Persuasion of a Privately Informed Receiver,10.3982/ECTA13251,5,4,6,Canada,Concordia Univ,Dept Econ,"Li, Ming",ECONOMETRICA
550,417101400010,Persuasion of a Privately Informed Receiver,10.3982/ECTA13251,5,4,6,Scotland,Univ St Andrews,Sch Econ & Finance,"Zapechelnyuk, Andriy",ECONOMETRICA
551,417101400010,Persuasion of a Privately Informed Receiver,10.3982/ECTA13251,5,4,6,Ukraine,Kyiv Sch Econ,,"Mylovanov, Tymofiy",ECONOMETRICA
552,417101400010,Persuasion of a Privately Informed Receiver,10.3982/ECTA13251,5,4,6,USA,Univ Pittsburgh,Dept Econ,"Mylovanov, Tymofiy",ECONOMETRICA
553,417101400011,Progressive Learning,10.3982/ECTA14718,1,2,2,USA,Boston Univ,Dept Econ,"Ortner, Juan",ECONOMETRICA
554,417101400011,Progressive Learning,10.3982/ECTA14718,1,2,2,USA,Stanford Univ,Dept Polit Sci,"Acharya, Avidit",ECONOMETRICA
555,417101400012,The Non-Democratic Roots of Elite Capture: Evidence From Soeharto Mayors in Indonesia,10.3982/ECTA14125,2,3,2,Spain,CEMFI,,"Martinez-Bravo, Monica",ECONOMETRICA
556,417101400012,The Non-Democratic Roots of Elite Capture: Evidence From Soeharto Mayors in Indonesia,10.3982/ECTA14125,2,3,2,Spain,CEMFI,,"Stegmann, Andreas",ECONOMETRICA
557,417101400012,The Non-Democratic Roots of Elite Capture: Evidence From Soeharto Mayors in Indonesia,10.3982/ECTA14125,2,3,2,USA,Coll William & Mary,Dept Econ,"Mukherjee, Priya",ECONOMETRICA
558,424165700003,Unordered Monotonicity,10.3982/ECTA13777,1,2,2,USA,Univ Chicago,Dept Econ,"Heckman, James J.",ECONOMETRICA
559,424165700003,Unordered Monotonicity,10.3982/ECTA13777,1,2,2,USA,Univ Calif Los Angeles,Dept Econ,"Pinto, Rodrigo",ECONOMETRICA
560,424165700004,"Growth, Trade, and Inequality",10.3982/ECTA14518,2,2,3,USA,Harvard Univ,,"Helpman, Elhanan",ECONOMETRICA
561,424165700004,"Growth, Trade, and Inequality",10.3982/ECTA14518,2,2,3,Canada,CIFAR,Toronto,"Helpman, Elhanan",ECONOMETRICA
562,424165700004,"Growth, Trade, and Inequality",10.3982/ECTA14518,2,2,3,USA,Princeton Univ,,"Grossman, Gene M.",ECONOMETRICA
563,424165700005,Assortative Matching With Large Firms,10.3982/ECTA14450,3,2,3,England,UCL,,"Eeckhout, Jan",ECONOMETRICA
564,424165700005,Assortative Matching With Large Firms,10.3982/ECTA14450,3,2,3,Spain,UPF ICREA GSE,Dept Econ,"Eeckhout, Jan",ECONOMETRICA
565,424165700005,Assortative Matching With Large Firms,10.3982/ECTA14450,3,2,3,Scotland,Univ Edinburgh,Dept Econ,"Kircher, Philipp",ECONOMETRICA
566,424165700006,The Dual Approach to Recursive Optimization: Theory and Examples,10.3982/ECTA11905,3,3,5,USA,Carnegie Mellon Univ,Tepper Sch Business,"Sleet, Christopher",ECONOMETRICA
567,424165700006,The Dual Approach to Recursive Optimization: Theory and Examples,10.3982/ECTA11905,3,3,5,Italy,IFS,,"Pavoni, Nicola",ECONOMETRICA
568,424165700006,The Dual Approach to Recursive Optimization: Theory and Examples,10.3982/ECTA11905,3,3,5,Italy,Bocconi Univ,Dept Econ,"Pavoni, Nicola",ECONOMETRICA
569,424165700006,The Dual Approach to Recursive Optimization: Theory and Examples,10.3982/ECTA11905,3,3,5,Italy,IGIER,,"Pavoni, Nicola",ECONOMETRICA
570,424165700006,The Dual Approach to Recursive Optimization: Theory and Examples,10.3982/ECTA11905,3,3,5,Germany,Univ Cologne,Ctr Macroecon Res,"Messner, Matthias",ECONOMETRICA
571,424165700007,Time Preferences and Bargaining,10.3982/ECTA14396,1,1,2,Germany,Humboldt Univ,Sch Business & Econ,"Schweighofer-Kodritsch, Sebastian",ECONOMETRICA
572,424165700007,Time Preferences and Bargaining,10.3982/ECTA14396,1,1,2,Germany,WZB Berlin Social Sci Ctr,,"Schweighofer-Kodritsch, Sebastian",ECONOMETRICA
573,424165700008,Equilibrium Selection in Auctions and High Stakes Games,10.3982/ECTA12536,1,2,2,USA,Stanford Univ,Dept Econ,"Milgrom, Paul",ECONOMETRICA
574,424165700008,Equilibrium Selection in Auctions and High Stakes Games,10.3982/ECTA12536,1,2,2,USA,Northwestern Univ,Managerial Econ & Decis Sci,"Mollner, Joshua",ECONOMETRICA
575,424165700009,Identifying Preferences in Networks With Bounded Degree,10.3982/ECTA13564,3,3,8,USA,NBER,,"Richards-Shubik, Seth",ECONOMETRICA
576,424165700009,Identifying Preferences in Networks With Bounded Degree,10.3982/ECTA13564,3,3,8,USA,Lehigh Univ,,"Richards-Shubik, Seth",ECONOMETRICA
577,424165700009,Identifying Preferences in Networks With Bounded Degree,10.3982/ECTA13564,3,3,8,USA,Harvard Univ,,"Richards-Shubik, Seth",ECONOMETRICA
578,424165700009,Identifying Preferences in Networks With Bounded Degree,10.3982/ECTA13564,3,3,8,Brazil,CeMMAP,,"de Paula, Aureo",ECONOMETRICA
579,424165700009,Identifying Preferences in Networks With Bounded Degree,10.3982/ECTA13564,3,3,8,Brazil,CEPR,,"de Paula, Aureo",ECONOMETRICA
580,424165700009,Identifying Preferences in Networks With Bounded Degree,10.3982/ECTA13564,3,3,8,Brazil,IFS,,"de Paula, Aureo",ECONOMETRICA
581,424165700009,Identifying Preferences in Networks With Bounded Degree,10.3982/ECTA13564,3,3,8,England,UCL,,"de Paula, Aureo",ECONOMETRICA
582,424165700009,Identifying Preferences in Networks With Bounded Degree,10.3982/ECTA13564,3,3,8,Brazil,Sao Paulo Sch Econ,,"de Paula, Aureo",ECONOMETRICA
